phase_file,name,status,evaluated,skipped,elapsed_seconds,normalization_mode,frequency_selection,modes,ridge,freq_weight,multiband_shrinkage,huber_delta,huber_iters,include_trend,outlier_reject_iters,outlier_reject_sigma,outlier_reject_max_fraction,lambda_high,low_freq_period_days,lambda_step,max_outer_iter,preferred_top_k,spectral_top_k,num_peaks,power_cum,rmse,mae,ndvi_rmse,ndvi_mae,ndwi_rmse,ndwi_mae,ndmi_rmse,ndmi_mae,ndsi_rmse,ndsi_mae,nbr_rmse,nbr_mae,evi_rmse,evi_mae
phase50_current_basin_fw_lh_20k_results.csv,p50_m200_r0p05_fw84_s0p75_h0p12_lh0p2,ok,19988,12,93.538516917,reflectance,all,200,0.05,84.0,0.75,0.12,5,True,0,2.5,,0.2,60.0,,,4,,,,221.2535316405932,99.4692676952316,0.06340143847614906,0.031954390664110016,0.12911836893686146,0.029270177735823896,0.07052267260602617,0.03670118342674089,0.07800931668334404,0.037620124185844796,0.07591919300332033,0.03839073915579581,0.7409263307247853,0.03682536673800396
phase42_lambda_high_20k_results.csv,p42_m200_r0p05_fw80_s0p75_h0p12_lh0p08_lfp90,ok,19988,12,95.36277649999994,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,0.08,90.0,,,,,,,221.25374444110767,99.44682711060393,0.0633116175507546,0.03191650754327819,0.12300447389162403,0.02921651372058094,0.07067681667418833,0.036667939526389706,0.07819721229351075,0.037630930232369714,0.0753809072307614,0.03831985086291742,0.740828406402376,0.0367773627760392
phase37_m200_regularization_20k_results.csv,p37_reflectance_m200_r0p05_fw80_s0p625_h0p12_hi5,ok,19988,12,93.42232187500002,reflectance,all,200,0.05,80.0,0.625,0.12,5,True,0,2.5,,,,,,,,,,221.2539389165594,99.40956426329133,0.06302064971453569,0.03186220639507772,0.1083237412177742,0.029056926510517413,0.07082151302735236,0.036682814411382644,0.07845171375182539,0.03761567232089425,0.07583708899550357,0.038324637351635264,0.7406481132233793,0.036731440286724294
phase56_tiny_neighborhood_20k_results.csv,p56_rmse_fw82_s0p55_lh0p15,ok,19988,12,96.15514799999994,reflectance,all,200,0.05,82.0,0.55,0.12,5,True,0,2.5,,0.15,60.0,,,4,,,,221.25638341368548,99.40025226089897,0.06289794230056506,0.03185213720308716,0.10374353013090935,0.028998707200446543,0.07079013636132112,0.036712594630502166,0.07850110319308122,0.0376042059491491,0.07645078902797622,0.03837151915624886,0.7405933549361636,0.03673235920595744
phase56_tiny_neighborhood_20k_results.csv,p56_rmse_fw84_s0p7_lh0p15,ok,19988,12,106.09799120800017,reflectance,all,200,0.05,84.0,0.7,0.12,5,True,0,2.5,,0.15,60.0,,,4,,,,221.2567266903884,99.45772664151563,0.06327344248655799,0.03193406185455761,0.12182072894033687,0.029197237513996523,0.0705779980080054,0.03670764488552958,0.07810842732485829,0.037614312304203534,0.07615165888814907,0.03839325512216193,0.740847366755223,0.03680745605726354
phase42_lambda_high_20k_results.csv,p42_m200_r0p05_fw80_s0p75_h0p12_lh0p08_lfp60,ok,19988,12,91.38862129099999,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,0.08,60.0,,,,,,,221.25677380187372,99.44802234933857,0.06330833960109877,0.03191704153566316,0.1228126177605571,0.029215628067777173,0.07068315952535306,0.03666847785488412,0.07820083177461334,0.037631456509320774,0.07538618508178481,0.03832039567781874,0.7408283769015831,0.036777840334227846
phase53_shrinkage_neighborhood_20k_results.csv,p53_rmsebasin_s0p625,ok,19988,12,109.39432174999999,reflectance,all,200,0.05,84.0,0.625,0.12,5,True,0,2.5,,0.15,60.0,,,4,,,,221.25769049213164,99.4364262776722,0.06310086193720266,0.031902471947504375,0.11290948441706948,0.029101670608410152,0.0706882991898441,0.03671815681869882,0.07825215560032325,0.03760722207260318,0.0765755551296769,0.0384020437411419,0.7407394843742993,0.03678102645001172
phase56_tiny_neighborhood_20k_results.csv,p56_rmse_fw84_s0p625_lh0p15,ok,19988,12,100.18317179099995,reflectance,all,200,0.05,84.0,0.625,0.12,5,True,0,2.5,,0.15,60.0,,,4,,,,221.25769049213164,99.4364262776722,0.06310086193720266,0.031902471947504375,0.11290948441706948,0.02910167060841015,0.0706882991898441,0.03671815681869882,0.07825215560032327,0.037607222072603176,0.07657555512967691,0.0384020437411419,0.7407394843742993,0.03678102645001172
phase42_lambda_high_20k_results.csv,p42_m200_r0p05_fw80_s0p75_h0p12_lh0p06_lfp60,ok,19988,12,94.275025333,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,0.06,60.0,,,,,,,221.2604548684891,99.45053002825011,0.0633087669436926,0.031918066124939304,0.12274474282835172,0.029216019291095366,0.07068606099976238,0.03666955968738687,0.07820645818905322,0.037632748207640045,0.07539011611338939,0.03832152964413612,0.7408256890073233,0.03677844872082556
phase56_tiny_neighborhood_20k_results.csv,p56_rmse_fw82_s0p55_lh0p12,ok,19988,12,94.987807083,reflectance,all,200,0.05,82.0,0.55,0.12,5,True,0,2.5,,0.12,60.0,,,4,,,,221.26162713518386,99.40389099030011,0.0628985441058522,0.03185357626794035,0.10368145303993247,0.028999534123442423,0.0707907309215698,0.03671410268521013,0.07850992785429842,0.03760611027902758,0.07645110279636164,0.038372998636030296,0.7405893130583612,0.03673324905505702
phase56_tiny_neighborhood_20k_results.csv,p56_rmse_fw84_s0p7_lh0p12,ok,19988,12,101.5481044170001,reflectance,all,200,0.05,84.0,0.7,0.12,5,True,0,2.5,,0.12,60.0,,,4,,,,221.26181962033763,99.46126460718271,0.06327318780793413,0.03193546969056657,0.12172579258603806,0.0291977805381069,0.07057616828268759,0.03670901922312604,0.07811631072368319,0.03761614884106619,0.07614806641229319,0.03839454627483874,0.7408432888169098,0.03680830530466899
phase50_current_basin_fw_lh_20k_results.csv,p50_m200_r0p05_fw84_s0p75_h0p12_lh0p15,ok,19988,12,91.582969291,reflectance,all,200,0.05,84.0,0.75,0.12,5,True,0,2.5,,0.15,60.0,,,4,,,,221.26201327408822,99.47514518136835,0.06340075476710642,0.03195671949709842,0.12893515301016814,0.029270907810301075,0.07051974787411265,0.036703460699354394,0.07802211988175906,0.037623147449965734,0.07591367123585634,0.038392875673140384,0.7409195304654042,0.036826779661396414
phase53_shrinkage_neighborhood_20k_results.csv,p53_rmsebasin_s0p75,ok,19988,12,103.08780845800001,reflectance,all,200,0.05,84.0,0.75,0.12,5,True,0,2.5,,0.15,60.0,,,4,,,,221.26201327408825,99.47514518136833,0.06340075476710642,0.03195671949709842,0.12893515301016814,0.029270907810301075,0.07051974787411265,0.03670346069935439,0.07802211988175907,0.037623147449965734,0.07591367123585634,0.038392875673140384,0.740919530465404,0.036826779661396414
phase42_lambda_high_20k_results.csv,p42_m200_r0p05_fw80_s0p75_h0p12_lh0p08_lfp30,ok,19988,12,97.36928320800001,reflectance,all,200,0.05,80.0,0.75,0.12,5,True,0,2.5,,0.08,30.0,,,,,,,221.2622970852836,99.45178344015186,0.06330898254457726,0.03191857896161562,0.12271080640294724,0.02921621529685031,0.07068752345223153,0.036670101075911565,0.07820927593288567,0.03763339451852531,0.07539209799409627,0.038322097402821005,0.74082434481398,0.036778753127252546
